"ma_id","review_id","analysis_id","effect_type","k","theta","se_std","se_hksj","se_ratio","ci_std_lo","ci_std_hi","ci_hksj_lo","ci_hksj_hi","ci_width_ratio","p_std","p_hksj","sig_std","sig_hksj","conclusion_changed","tau2","I2","R","R_cat","k_cat","k_stratum","R_ord","R_collapsed"
"CD002042_pub6_27","CD002042_pub6",27,"logRR",21,-0.11343563768584,0.131926967358485,0.0830538445755326,0.629544104882288,-0.372007742298063,0.145136466926383,-0.286682921625301,0.0598116462536212,0.670015368437667,0.389879109909766,0.187163133678795,FALSE,FALSE,FALSE,0,0,0.756198119216012,"High","21+","Adequate (k>=5)",4,"High/Excellent"
"CD002042_pub6_28","CD002042_pub6",28,"logRR",12,-0.0772103011272773,0.0824035276053166,0.0892307031595174,1.08285052536708,-0.23871824743275,0.0842976451781955,-0.273605754605917,0.119185152351363,1.21601108782092,0.348769820662752,0.405356573084429,FALSE,FALSE,FALSE,0.0156921321141115,24.4341050170326,0.33509611039608,"Low","11-20","Adequate (k>=5)",2,"Low/Very Low"
"CD002042_pub6_30","CD002042_pub6",30,"logRR",15,-0.00363775250682025,0.0325655984277744,0.0279032514269638,0.856832141096654,-0.0674651525602523,0.0601896475466118,-0.0634842747169957,0.0562087697033552,0.937630581224927,0.911057014394961,0.898128275630547,FALSE,FALSE,FALSE,0,0,0.416528030220243,"Low","11-20","Adequate (k>=5)",2,"Low/Very Low"
"CD002042_pub6_31","CD002042_pub6",31,"logRR",9,0.0542207982589846,0.12841801363776,0.0767123961955832,0.597364762329782,-0.197473883437198,0.305915479955167,-0.122678304589451,0.23111990110742,0.702832104581247,0.672863623119724,0.499752870395952,FALSE,FALSE,FALSE,0.0218317957741722,15.563662418618,0.320219358848892,"Low","6-10","Adequate (k>=5)",2,"Low/Very Low"
"CD002042_pub6_32","CD002042_pub6",32,"logRR",10,0.162229827931474,0.0678626215221097,0.0627808153940754,0.925116271460592,0.0292215338516666,0.295238122011282,0.0202097567014548,0.304249899161494,1.06775349772402,0.0168225925216755,0.0294991677337679,TRUE,TRUE,FALSE,2.90164085316154e-07,0.000309760613514763,0.773199776336937,"High","6-10","Adequate (k>=5)",4,"High/Excellent"
"CD002042_pub6_33","CD002042_pub6",33,"logRR",18,-0.549331383550352,0.221041492028593,0.188836767351092,0.854304617735141,-0.982564747015392,-0.116098020085312,-0.947742136975373,-0.150920630125332,0.919621587401522,0.0129480202948254,0.00977372587111135,TRUE,TRUE,FALSE,0.303301464413863,42.7912967714831,0.702779645090085,"High","11-20","Adequate (k>=5)",4,"High/Excellent"
"CD002042_pub6_34","CD002042_pub6",34,"logRR",10,-0.66947923438723,0.290209356135315,0.242064443664661,0.83410282455468,-1.238279120389,-0.100679348385455,-1.217067049482,-0.121891419292455,0.96270732215489,0.0210613042390615,0.0219067606198507,TRUE,TRUE,FALSE,0.212720643140547,30.1119238897585,0.719903631654828,"High","6-10","Adequate (k>=5)",4,"High/Excellent"
"CD002042_pub6_6","CD002042_pub6",6,"logRR",51,0.0213147003530509,0.0554796083974951,0.0483219816542729,0.870986350661671,-0.0874233339824254,0.130052734688527,-0.0757428562134047,0.118372256919507,0.892581488709053,0.700837768394406,0.661044017657815,FALSE,FALSE,FALSE,0.0172208004164656,15.6299916593507,0.411773612571925,"Low","21+","Adequate (k>=5)",2,"Low/Very Low"
"CD002042_pub6_7","CD002042_pub6",7,"logRR",43,0.00966903683815717,0.0611943542039816,0.0555988515638098,0.908561782978867,-0.110269693458834,0.129607767135148,-0.102533988200486,0.1218720618768,0.9355028585079,0.874452563874542,0.862773975042342,FALSE,FALSE,FALSE,0.0195556128415321,17.0614812852637,0.361956091173764,"Low","21+","Adequate (k>=5)",2,"Low/Very Low"
"CD002042_pub6_8","CD002042_pub6",8,"logRR",51,0.0134921124522736,0.0549069231332996,0.0462560256818625,0.842444322905602,-0.0941234793909028,0.12110770429545,-0.0794158494205982,0.106400074325145,0.863331793112866,0.805893584706227,0.771735507303012,FALSE,FALSE,FALSE,0.0161029386778507,14.7223169208262,0.409020830480854,"Low","21+","Adequate (k>=5)",2,"Low/Very Low"
"CD002042_pub6_9","CD002042_pub6",9,"logRR",48,0.0073438763867098,0.0558910371308663,0.0493387203411127,0.882766233619683,-0.102200543448379,0.116888296221799,-0.0919128262190895,0.106600578992509,0.906086341551884,0.895461802658468,0.882311894874612,FALSE,FALSE,FALSE,0.0174436518412269,16.5347444178868,0.4104077749964,"Low","21+","Adequate (k>=5)",2,"Low/Very Low"
"CD002122_pub3_7","CD002122_pub3",7,"logRR",90,0.0295317353224289,0.116474468553337,0.122261285446021,1.04968313626633,-0.198754028160555,0.257817498805413,-0.213398834633072,0.27246230527793,1.06415120351387,0.799845657741999,0.809687551211372,FALSE,FALSE,FALSE,0.652384328726358,86.7585652447753,0.665879756503033,"Moderate","21+","Adequate (k>=5)",3,"Moderate"
"CD003218_pub3_2","CD003218_pub3",2,"GIV",5,-2.60941904927295,0.850710517603367,0.82697540546958,0.972099660645252,-4.27678102504498,-0.942057073500923,-4.90547086590793,-0.313367232637973,1.37705660198461,0.00215972494975348,0.0343361407936323,TRUE,TRUE,FALSE,2.61432406684903,85.6276580572349,0.746277925051019,"High","4-5","Adequate (k>=5)",4,"High/Excellent"
"CD003519_pub5_1","CD003519_pub5",1,"logRR",58,0.257860583537767,0.0252426269957658,0.0373310311710341,1.47888851573555,0.208385943750887,0.307335223324646,0.183106483058055,0.332614684017479,1.51095795344298,1.69383796150782e-24,4.5382089788155e-09,TRUE,TRUE,FALSE,0.0142220528572154,54.0615068252318,0.46761506800405,"Low","21+","Adequate (k>=5)",2,"Low/Very Low"
"CD003519_pub5_12","CD003519_pub5",12,"logRR",14,0.213742828557616,0.0758768931060124,0.0749203739767389,0.98739380211658,0.0650268508110363,0.362458806304196,0.0518872008877989,0.375598456227434,1.08835398941214,0.00484792586436009,0.0135803794723874,TRUE,TRUE,FALSE,0.0263805695059743,42.7753450131884,0.785658005355798,"High","11-20","Adequate (k>=5)",4,"High/Excellent"
"CD003519_pub5_13","CD003519_pub5",13,"logRR",13,0.233777990025387,0.0503744897551845,0.0473085442815489,0.939136942358408,0.135045804365644,0.332510175685131,0.130701526791868,0.336854453258906,1.04400062193242,3.47060978848926e-06,0.000341189746827809,TRUE,TRUE,FALSE,0,0,0.743643409199367,"High","11-20","Adequate (k>=5)",4,"High/Excellent"
"CD003519_pub5_14","CD003519_pub5",14,"MD",7,42.4116800660931,24.2249852771288,24.2890590841634,1.0026449472023,-5.0684186030925,89.8917787352787,-17.0215064601066,101.844866592293,1.25174943169972,0.079990497218815,0.131393236996277,FALSE,FALSE,FALSE,2718.06956490751,70.359580573797,0.690387808989146,"Moderate","6-10","Adequate (k>=5)",3,"Moderate"
"CD003519_pub5_15","CD003519_pub5",15,"MD",6,63.7222299146695,13.23549305979,5.027753606454,0.37986900705109,37.7811401998513,89.6633196294877,50.7979778198638,76.6464820094751,0.498215465768309,1.47571774647052e-06,5.43474390227726e-05,TRUE,TRUE,FALSE,0,0,0.886173663909147,"High","6-10","Adequate (k>=5)",4,"High/Excellent"
"CD003519_pub5_17","CD003519_pub5",17,"MD",6,1.68635338776948,0.519990418206138,0.465732227904595,0.895655403634701,0.667190895779531,2.70551587975943,0.489150582447497,2.88355619309147,1.17469276462913,0.0011825868367262,0.0152057099214182,TRUE,TRUE,FALSE,1.20931823864304,90.4344958562229,0.590803202734475,"Moderate","6-10","Adequate (k>=5)",3,"Moderate"
"CD003519_pub5_18","CD003519_pub5",18,"logRR",8,0.417700875451079,0.119173355933265,0.113452242459612,0.951993350956264,0.184125389905108,0.651276360997051,0.149428951533496,0.685972799368663,1.14854486244783,0.000456632283039425,0.00784170950896671,TRUE,TRUE,FALSE,0.0803125116343574,85.774738683879,0.462295797639227,"Low","6-10","Adequate (k>=5)",2,"Low/Very Low"
"CD003519_pub5_2","CD003519_pub5",2,"logRR",47,0.269948264206684,0.0371036351759815,0.0415174886204205,1.11896013486291,0.197226475566247,0.342670052847122,0.186377894084453,0.353518634328916,1.14917924441372,3.45086878734944e-13,5.10160206037595e-08,TRUE,TRUE,FALSE,0.0295434539746504,73.7908420061433,0.423767220112452,"Low","21+","Adequate (k>=5)",2,"Low/Very Low"
"CD003519_pub5_23","CD003519_pub5",23,"MD",5,-0.582202502778482,0.244672534255568,0.248062900942077,1.01385675223753,-1.06175185792554,-0.102653147631426,-1.27093552988028,0.106530524323313,1.43620884838974,0.0173353341461043,0.0787735225776102,TRUE,FALSE,TRUE,0.217598621839379,77.4217964419537,0.729008193463062,"High","4-5","Adequate (k>=5)",4,"High/Excellent"
"CD003519_pub5_6","CD003519_pub5",6,"MD",13,-0.164305107098956,0.371662150439007,0.386935681482804,1.04109520171951,-0.892749536376117,0.564139322178205,-1.00736553416972,0.67875531997181,1.15734350238266,0.658429946517651,0.678619265451243,FALSE,FALSE,FALSE,1.74123330845032,99.8426714437302,0.313078403131825,"Low","11-20","Adequate (k>=5)",2,"Low/Very Low"
"CD003519_pub5_7","CD003519_pub5",7,"MD",5,5.56474651971546,2.65203993489775,2.55811260617364,0.964582988556042,0.366843761753918,10.762649277677,-1.53771270424013,12.667205743671,1.3664086372291,0.0358796137648893,0.0952401871081869,TRUE,FALSE,TRUE,29.8110420475468,99.4155745821005,0.493093142684842,"Low","4-5","Adequate (k>=5)",2,"Low/Very Low"
"CD004184_pub3_5","CD004184_pub3",5,"GIV",52,-1.33903452577413,0.350483390549732,0.354138068520924,1.01042753542603,-2.02596934843109,-0.652099703117166,-2.04999636458773,-0.62807268696052,1.03497714100984,0.000133161788965849,0.000410766937610988,TRUE,TRUE,FALSE,4.47110574443195,85.1155523376998,0.696665919777545,"Moderate","21+","Adequate (k>=5)",3,"Moderate"
"CD004184_pub3_6","CD004184_pub3",6,"GIV",52,-1.00467473629193,0.283102080413419,0.280865348314063,0.992099202887911,-1.5595446178506,-0.449804854733269,-1.56853545121135,-0.440814021372516,1.01620349862115,0.000386980128734734,0.000772005154501707,TRUE,TRUE,FALSE,3.22816616907848,89.3244479102482,0.80377001730487,"High","21+","Adequate (k>=5)",4,"High/Excellent"
"CD004184_pub3_7","CD004184_pub3",7,"GIV",14,-1.7774044887347,0.799720678280671,0.8016620400769,1.00242754982953,-3.34482821585675,-0.209980761612637,-3.50929003319285,-0.0455189442765418,1.10492492520709,0.0262474000791297,0.0450545345806649,TRUE,TRUE,FALSE,5.77313767343318,73.6273459393899,0.713961912943792,"High","11-20","Adequate (k>=5)",4,"High/Excellent"
"CD004184_pub3_8","CD004184_pub3",8,"GIV",14,-1.1887057340142,0.582331674199246,0.55128497799705,0.946685544376599,-2.33005484250163,-0.0473566255267641,-2.37968452125781,0.00227305322940707,1.04348334649505,0.0412223668468182,0.050378262873097,TRUE,FALSE,TRUE,3.06211805043248,73.8361048339774,0.721773362282307,"High","11-20","Adequate (k>=5)",4,"High/Excellent"
"CD004376_pub4_1","CD004376_pub4",1,"MD",234,-2.52493212598384,0.250743179319956,0.317286507744357,1.26538440090324,-3.01637972682002,-2.03348452514766,-3.15004924172815,-1.89981501023953,1.27199138764884,7.51354005089216e-24,7.61668375010474e-14,TRUE,TRUE,FALSE,11.6352703298335,98.5163156512327,0.295254888854016,"Very Low","21+","Adequate (k>=5)",1,"Low/Very Low"
"CD004376_pub4_2","CD004376_pub4",2,"MD",217,-5.73364084574848,0.421914736139712,0.476735781984564,1.12993394434723,-6.56057853312903,-4.90670315836792,-6.67329063421195,-4.79399105728501,1.13630059773905,4.61770381390178e-42,7.69055498560352e-26,TRUE,TRUE,FALSE,29.4765648449906,98.9588782342317,0.177668996388779,"Very Low","21+","Adequate (k>=5)",1,"Low/Very Low"
"CD004376_pub4_3","CD004376_pub4",3,"MD",176,-1.71080930878346,0.626037795519156,0.681462089989021,1.08853186639299,-2.93782084096186,-0.483797776605064,-3.05575138193527,-0.365867235631651,1.09611200700294,0.00628066079869332,0.012963036214383,TRUE,TRUE,FALSE,60.3716600578595,99.98495997823,0.393044929083073,"Low","21+","Adequate (k>=5)",2,"Low/Very Low"
"CD004762_pub3_1","CD004762_pub3",1,"GIV",7,-2.7443570904178,0.299381336833302,0.299737414914149,1.0011893796875,-3.33113372825453,-2.15758045258107,-3.47778812320279,-2.01092605763281,1.24993223228677,4.8744603959431e-20,9.55497840122198e-05,TRUE,TRUE,FALSE,0.304986260119886,60.6669763633481,0.703199055416173,"High","6-10","Adequate (k>=5)",4,"High/Excellent"
"CD004762_pub3_2","CD004762_pub3",2,"GIV",9,-0.457514209070639,0.604341075849783,0.65380309879795,1.08184454925328,-1.6420009521144,0.726972533973125,-1.96518685850801,1.05015844036673,1.27284890125754,0.449022090943224,0.503905006569355,FALSE,FALSE,FALSE,3.06147035113375,99.4386983076358,0.710680545327099,"High","6-10","Adequate (k>=5)",4,"High/Excellent"
"CD004762_pub3_3","CD004762_pub3",3,"GIV",5,-0.529608336944152,0.0763025152169664,0.0398400789218084,0.522133232548403,-0.679158518699225,-0.380058155189078,-0.6402221290573,-0.418994544831003,0.739643314471573,3.89602185298643e-12,0.000185098854290419,TRUE,TRUE,FALSE,0,0,0.727560731757452,"High","4-5","Adequate (k>=5)",4,"High/Excellent"
"CD004762_pub3_4","CD004762_pub3",4,"GIV",6,5.72902706652868,1.15334936377899,1.21524099437459,1.0536625176545,3.46850385192968,7.98955028112768,2.60515064046875,8.85290349258861,1.38192627524689,6.78931045773887e-07,0.00526928909005206,TRUE,TRUE,FALSE,2.72820365078629,37.8492400551061,0.62964146752646,"Moderate","6-10","Adequate (k>=5)",3,"Moderate"
"CD005343_pub7_2","CD005343_pub7",2,"GIV",10,-0.0608052780467964,0.061957331111835,0.0478032944211964,0.771551865830209,-0.182239415604216,0.0606288595106233,-0.168943842927057,0.0473332868334645,0.890512067326438,0.326392715313493,0.235258922666918,FALSE,FALSE,FALSE,0,0,0.325327524871005,"Low","6-10","Adequate (k>=5)",2,"Low/Very Low"
"CD005343_pub7_3","CD005343_pub7",3,"GIV",6,-0.0513946499543824,0.065377229472949,0.063303533691539,0.968281069752763,-0.179531665130373,0.0767423652216083,-0.214121563793444,0.111332263884679,1.26994462619223,0.43179447943658,0.453763450324924,FALSE,FALSE,FALSE,0.00449693226197611,17.3828818376419,0.329062081056777,"Low","6-10","Adequate (k>=5)",2,"Low/Very Low"
"CD005343_pub7_4","CD005343_pub7",4,"GIV",9,-0.0755618633431129,0.0752853436442973,0.0732351124633687,0.972767193696885,-0.223118425449657,0.0719946987634313,-0.244442335525783,0.0933186088395575,1.14451346501777,0.315536276895933,0.332360046878909,FALSE,FALSE,FALSE,0.0117563885921402,23.6419440561958,0.329696122550975,"Low","6-10","Adequate (k>=5)",2,"Low/Very Low"
"CD006140_pub3_10","CD006140_pub3",10,"logRR",11,-0.59508505827787,0.219809369546193,0.148662183959034,0.676323235292263,-1.02590350605286,-0.164266610502877,-0.926325046178123,-0.263845070377616,0.768862126519831,0.00678374357939077,0.00250644004234419,TRUE,TRUE,FALSE,0,0,0.862518337394232,"High","11-20","Adequate (k>=5)",4,"High/Excellent"
"CD006140_pub3_6","CD006140_pub3",6,"logRR",15,-0.19401175486432,0.108870177299243,0.10183139522886,0.93534701380125,-0.407393381361327,0.0193698716326867,-0.412418375763275,0.0243948660346349,1.02354933029821,0.0747415945245996,0.0774984223310129,FALSE,FALSE,FALSE,0.0931596745900503,94.4581884860017,0.623717990744815,"Moderate","11-20","Adequate (k>=5)",3,"Moderate"
"CD006140_pub3_7","CD006140_pub3",7,"logRR",14,0.0520744431582966,0.167787052094144,0.134299164082316,0.800414349058124,-0.276782136018372,0.380931022334965,-0.238061261514293,0.342210147830886,0.88225604425789,0.756286965441602,0.70447582952456,FALSE,FALSE,FALSE,0.187474301534502,69.8922358715797,0.678661558783909,"Moderate","11-20","Adequate (k>=5)",3,"Moderate"
"CD006140_pub3_8","CD006140_pub3",8,"logRR",11,0.203334292726903,0.100001647557089,0.0758078929476183,0.758066439898812,0.00733466512034084,0.399333920333466,0.0344237811630989,0.372244804290708,0.861789961677198,0.0420212713296642,0.0230044471725211,TRUE,TRUE,FALSE,0.018003236895003,31.3174365365493,0.661147163932558,"Moderate","11-20","Adequate (k>=5)",3,"Moderate"
"CD006404_pub5_10","CD006404_pub5",10,"logRR",124,-0.0325814738768563,0.0453931014557011,0.0412514265809903,0.908759817199257,-0.121550317876603,0.0563873701228905,-0.114236143466554,0.0490731957128414,0.917789485833154,0.47290363184401,0.431149052163229,FALSE,FALSE,FALSE,0.0484934114315537,28.30826073334,0.767795633994387,"High","21+","Adequate (k>=5)",4,"High/Excellent"
"CD006404_pub5_11","CD006404_pub5",11,"logRR",5,-0.288823107883934,0.386215028330968,0.255297563934637,0.661024416988402,-1.04579065370075,0.46814443793288,-0.997642779639178,0.419996563871311,0.936393740619864,0.454562824164301,0.321151022423615,FALSE,FALSE,FALSE,0.0664658367995809,4.51487122423442,0.259657597227073,"Very Low","4-5","Adequate (k>=5)",1,"Low/Very Low"
"CD006404_pub5_12","CD006404_pub5",12,"logRR",7,-0.0141699591220664,0.390066549737091,0.268089436686463,0.6872915323479,-0.778686348180566,0.750346429936433,-0.670161178916953,0.64182126067282,0.858047295235538,0.971021597606802,0.959563020287667,FALSE,FALSE,FALSE,0,0,0.703277605176768,"High","6-10","Adequate (k>=5)",4,"High/Excellent"
"CD006404_pub5_2","CD006404_pub5",2,"logRR",20,0.126419139355468,0.174267600693951,0.119431464281051,0.685333727012149,-0.215139081676883,0.46797736038782,-0.123553788237977,0.376392066948914,0.731860374602926,0.468187592182101,0.303096421635592,FALSE,FALSE,FALSE,0,0,0.345952602947213,"Low","11-20","Adequate (k>=5)",2,"Low/Very Low"
"CD006404_pub5_3","CD006404_pub5",3,"logRR",32,-0.583273996868921,0.22080566071756,0.206707865110316,0.936152924877789,-1.01604513945791,-0.150502854279932,-1.00485746723731,-0.161690526500535,0.974148756421987,0.0082522324558088,0.00826317976648437,TRUE,TRUE,FALSE,0.658199862079806,59.1636383873978,0.742213490815347,"High","21+","Adequate (k>=5)",4,"High/Excellent"
"CD006404_pub5_4","CD006404_pub5",4,"logRR",31,-0.274079729057668,0.103095246734209,0.0950769649741084,0.922224525241473,-0.476142699633988,-0.0720167584813477,-0.468252795853007,-0.0799066622623288,0.960953242652636,0.00784870559956813,0.00722281465871737,TRUE,TRUE,FALSE,0.0791590411492727,39.298815950085,0.789076805325642,"High","21+","Adequate (k>=5)",4,"High/Excellent"
"CD006404_pub5_5","CD006404_pub5",5,"logRR",31,0.0160337046920716,0.274267895139589,0.112943730517951,0.411800770412696,-0.521521491897131,0.553588901281274,-0.21462816525665,0.246695574640793,0.429094298431631,0.953382213064288,0.888059202647166,FALSE,FALSE,FALSE,0,0,0.459657676714258,"Low","21+","Adequate (k>=5)",2,"Low/Very Low"
"CD006404_pub5_6","CD006404_pub5",6,"logRR",21,-0.0103326522253503,0.31017326501058,0.12520776315529,0.403670390970088,-0.618261080613285,0.597595776162584,-0.271511469481206,0.250846165030506,0.429620996584143,0.973425372019146,0.935050336803942,FALSE,FALSE,FALSE,0,0,0.873381834013297,"High","21+","Adequate (k>=5)",4,"High/Excellent"
"CD006404_pub5_7","CD006404_pub5",7,"logRR",20,0.478057943149224,0.263708098371223,0.134981894965032,0.51186101526172,-0.0388004320899185,0.994916318388366,0.195537590077797,0.760578296220651,0.546610767293283,0.0698580505247957,0.00217921899346223,FALSE,TRUE,TRUE,0,0,0.796276796756325,"High","11-20","Adequate (k>=5)",4,"High/Excellent"
