review_id,n_studies,doi,years
CD015387_pub2,25,10.1002/14651858.CD015387.pub2,1989
CD015387_pub2,25,10.1002/14651858.CD015387.pub2,2024
CD015395_pub3,2,10.1002/14651858.CD015395.pub3,2021
CD015395_pub3,2,10.1002/14651858.CD015395.pub3,2023
CD015432_pub2,35,10.1002/14651858.CD015432.pub2,1992
CD015432_pub2,35,10.1002/14651858.CD015432.pub2,2022
CD015443_pub2,22,10.1002/14651858.CD015443.pub2,1989
CD015443_pub2,22,10.1002/14651858.CD015443.pub2,2020
CD015448_pub2,13,10.1002/14651858.CD015448.pub2,2014
CD015448_pub2,13,10.1002/14651858.CD015448.pub2,2022
CD015462_pub2,13,10.1002/14651858.CD015462.pub2,1985
CD015462_pub2,13,10.1002/14651858.CD015462.pub2,2021
CD015476_pub2,15,10.1002/14651858.CD015476.pub2,2017
CD015476_pub2,15,10.1002/14651858.CD015476.pub2,2023
CD015495,17,10.1002/14651858.CD015495,2017
CD015495,17,10.1002/14651858.CD015495,2022
CD015514_pub2,3,10.1002/14651858.CD015514.pub2,2017
CD015514_pub2,3,10.1002/14651858.CD015514.pub2,2020
CD015517,16,10.1002/14651858.CD015517,2004
CD015517,16,10.1002/14651858.CD015517,2021
CD015518,18,10.1002/14651858.CD015518,2003
CD015518,18,10.1002/14651858.CD015518,2022
CD015519_pub2,5,10.1002/14651858.CD015519.pub2,2007
CD015519_pub2,5,10.1002/14651858.CD015519.pub2,2023
CD015520,12,10.1002/14651858.CD015520,2007
CD015520,12,10.1002/14651858.CD015520,2021
CD015524_pub2,17,10.1002/14651858.CD015524.pub2,2012
CD015524_pub2,17,10.1002/14651858.CD015524.pub2,2024
CD015526_pub2,2,10.1002/14651858.CD015526.pub2,1973
CD015526_pub2,2,10.1002/14651858.CD015526.pub2,1995
CD015530_pub2,5,10.1002/14651858.CD015530.pub2,2016
CD015530_pub2,5,10.1002/14651858.CD015530.pub2,2022
CD015532,23,10.1002/14651858.CD015532,2020
CD015532,23,10.1002/14651858.CD015532,2022
CD015536_pub2,20,10.1002/14651858.CD015536.pub2,2001
CD015536_pub2,20,10.1002/14651858.CD015536.pub2,2022
CD015551_pub2,9,10.1002/14651858.CD015551.pub2,2013
CD015551_pub2,9,10.1002/14651858.CD015551.pub2,2024
CD015573,3,10.1002/14651858.CD015573,2020
CD015573,3,10.1002/14651858.CD015573,2022
CD015584_pub2,14,10.1002/14651858.CD015584.pub2,2007
CD015584_pub2,14,10.1002/14651858.CD015584.pub2,2022
CD015588_pub2,32,10.1002/14651858.CD015588.pub2,2013
CD015588_pub2,32,10.1002/14651858.CD015588.pub2,2023
CD015592_pub3,5,10.1002/14651858.CD015592.pub3,1983
CD015592_pub3,5,10.1002/14651858.CD015592.pub3,2022
CD015594_pub2,3,10.1002/14651858.CD015594.pub2,1993
CD015594_pub2,3,10.1002/14651858.CD015594.pub2,2003
CD015636_pub2,1,10.1002/14651858.CD015636.pub2,2021
CD015636_pub2,1,10.1002/14651858.CD015636.pub2,2021
CD015673_pub2,19,10.1002/14651858.CD015673.pub2,1992
CD015673_pub2,19,10.1002/14651858.CD015673.pub2,2014
CD015698_pub2,9,10.1002/14651858.CD015698.pub2,1999
CD015698_pub2,9,10.1002/14651858.CD015698.pub2,2025
CD015701_pub2,3,10.1002/14651858.CD015701.pub2,2017
CD015701_pub2,3,10.1002/14651858.CD015701.pub2,2024
CD015711_pub2,3,10.1002/14651858.CD015711.pub2,2008
CD015711_pub2,3,10.1002/14651858.CD015711.pub2,2021
CD015721_pub2,6,10.1002/14651858.CD015721.pub2,2020
CD015721_pub2,6,10.1002/14651858.CD015721.pub2,2022
CD015746_pub2,15,10.1002/14651858.CD015746.pub2,2001
CD015746_pub2,15,10.1002/14651858.CD015746.pub2,2024
CD015749_pub2,7,10.1002/14651858.CD015749.pub2,2004
CD015749_pub2,7,10.1002/14651858.CD015749.pub2,2017
CD015751_pub2,7,10.1002/14651858.CD015751.pub2,2003
CD015751_pub2,7,10.1002/14651858.CD015751.pub2,2021
CD015779,11,10.1002/14651858.CD015779,1950
CD015779,11,10.1002/14651858.CD015779,2022
CD015786_pub2,5,10.1002/14651858.CD015786.pub2,2008
CD015786_pub2,5,10.1002/14651858.CD015786.pub2,2022
CD015788_pub2,13,10.1002/14651858.CD015788.pub2,2009
CD015788_pub2,13,10.1002/14651858.CD015788.pub2,2023
CD015790_pub2,17,10.1002/14651858.CD015790.pub2,1999
CD015790_pub2,17,10.1002/14651858.CD015790.pub2,2022
CD015802_pub2,3,10.1002/14651858.CD015802.pub2,2014
CD015802_pub2,3,10.1002/14651858.CD015802.pub2,2023
CD015804_pub2,9,10.1002/14651858.CD015804.pub2,2021
CD015804_pub2,9,10.1002/14651858.CD015804.pub2,2023
CD015820_pub2,13,10.1002/14651858.CD015820.pub2,2006
CD015820_pub2,13,10.1002/14651858.CD015820.pub2,2023
CD015824_pub2,9,10.1002/14651858.CD015824.pub2,2005
CD015824_pub2,9,10.1002/14651858.CD015824.pub2,2024
CD015830_pub2,4,10.1002/14651858.CD015830.pub2,2016
CD015830_pub2,4,10.1002/14651858.CD015830.pub2,2023
CD015849_pub2,28,10.1002/14651858.CD015849.pub2,2013
CD015849_pub2,28,10.1002/14651858.CD015849.pub2,2024
CD015854,16,10.1002/14651858.CD015854,2002
CD015854,16,10.1002/14651858.CD015854,2002
CD015855,13,10.1002/14651858.CD015855,1980
CD015855,13,10.1002/14651858.CD015855,2002
CD015875,17,10.1002/14651858.CD015875,2012
CD015875,17,10.1002/14651858.CD015875,2024
CD015877,2,10.1002/14651858.CD015877,2019
CD015877,2,10.1002/14651858.CD015877,2019
CD015894_pub2,10,10.1002/14651858.CD015894.pub2,2011
CD015894_pub2,10,10.1002/14651858.CD015894.pub2,2023
CD015932_pub2,21,10.1002/14651858.CD015932.pub2,1990
CD015932_pub2,21,10.1002/14651858.CD015932.pub2,2023
CD015968,10,10.1002/14651858.CD015968,2008
CD015968,10,10.1002/14651858.CD015968,2023
CD016001,26,10.1002/14651858.CD016001,2001
CD016001,26,10.1002/14651858.CD016001,2022
CD016002,30,10.1002/14651858.CD016002,1993
CD016002,30,10.1002/14651858.CD016002,2023
CD016031,24,10.1002/14651858.CD016031,1981
CD016031,24,10.1002/14651858.CD016031,2024
CD016058_pub2,9,10.1002/14651858.CD016058.pub2,2021
CD016058_pub2,9,10.1002/14651858.CD016058.pub2,2024
CD016064,82,10.1002/14651858.CD016064,1990
CD016064,82,10.1002/14651858.CD016064,2024
CD016119,23,10.1002/14651858.CD016119,2004
CD016119,23,10.1002/14651858.CD016119,2023
CD016120,6,10.1002/14651858.CD016120,1998
CD016120,6,10.1002/14651858.CD016120,2022
CD016131,14,10.1002/14651858.CD016131,2016
CD016131,14,10.1002/14651858.CD016131,2023
CD016136,30,10.1002/14651858.CD016136,1997
CD016136,30,10.1002/14651858.CD016136,2022
CD016147,5,10.1002/14651858.CD016147,2006
CD016147,5,10.1002/14651858.CD016147,2017
CD016148,17,10.1002/14651858.CD016148,1998
CD016148,17,10.1002/14651858.CD016148,2024
CD016168,7,10.1002/14651858.CD016168,2015
CD016168,7,10.1002/14651858.CD016168,2022
CD016211,4,10.1002/14651858.CD016211,2017
CD016211,4,10.1002/14651858.CD016211,2023
CD016278,6,10.1002/14651858.CD016278,2021
CD016278,6,10.1002/14651858.CD016278,2023
